source,model,scenario_id,domain,bucket,causal_pair_id,causal_branch,condition,seed,trajectory_success,action_trajectory_success,pre_gap_success,post_gap_success,belief_reporting_success,state_belief_success,response_style_success,failure_tags,model_calls,prompt_tokens,completion_tokens,total_tokens,cost,latency_s,error
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b0_s05,education,12-20,college:12-20:s05,misaligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,27414,527,27941,0.0276425,83.845,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b0_s05,education,12-20,college:12-20:s05,misaligned,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,24889,520,25409,0.02529,101.631,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b0_s05,education,12-20,college:12-20:s05,misaligned,neutral_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,27012,555,27567,0.0273225,85.954,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,gap_no_state_change,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE;TIME_INFERENCE_FAILURE,15,30633,562,31195,0.0309225,110.204,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,gap_no_state_change,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE;TIME_INFERENCE_FAILURE,15,28441,536,28977,0.028872,102.167,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,state_change_short,0,False,False,False,False,True,False,,PREMATURE_ESCALATION;STATE_BELIEF_ERROR,15,28078,583,28661,0.0284305,96.711,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,state_change_short,1,False,False,False,False,True,False,,PREMATURE_ESCALATION;STATE_BELIEF_ERROR,15,29137,566,29703,0.029634,100.967,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,hidden_user_action,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,37565,727,38292,0.0383495,96.625,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,hidden_user_action,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,26771,531,27302,0.027163,91.851,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,26763,488,27251,0.0268305,78.391,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,27722,525,28247,0.0279005,74.43,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,25009,523,25532,0.025246,93.855,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,gap_no_state_change,1,False,False,False,False,True,True,,PREMATURE_CLOSE,28,48441,955,49396,0.0493815,192.043,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,state_change_short,0,False,False,False,False,True,True,,PREMATURE_CLOSE,15,25033,551,25584,0.025352,79.512,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,state_change_short,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS;PREMATURE_CLOSE,15,25598,589,26187,0.026033,87.463,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,hidden_user_action,0,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,30134,590,30724,0.03057,85.076,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,28765,571,29336,0.029146,75.581,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,neutral_audio,0,False,False,False,False,True,True,,PREMATURE_CLOSE,15,26588,512,27100,0.026792,88.665,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b0_s05,permits,12-20,permit:12-20:s05,misaligned,neutral_audio,1,True,True,True,True,True,True,,,15,22177,475,22652,0.02227,83.65,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,gap_no_state_change,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,34925,639,35564,0.035395,110.098,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,gap_no_state_change,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,35869,678,36547,0.036722,102.15,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,state_change_short,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,32866,567,33433,0.033151,80.122,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,state_change_short,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,30110,553,30663,0.030353,81.162,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,hidden_user_action,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,32182,570,32752,0.032686,93.615,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,30476,547,31023,0.030699,87.521,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,30017,589,30606,0.030368,87.062,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b0_s05,tech_support,12-20,router:12-20:s05,misaligned,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,31735,574,32309,0.032041,82.492,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,gap_no_state_change,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR,35,51244,934,52178,0.052345,201.77,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,gap_no_state_change,1,False,False,False,False,True,True,,PREMATURE_CLOSE,15,27612,523,28135,0.027835,83.557,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,state_change_short,0,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,27172,526,27698,0.027404,84.242,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,state_change_short,1,False,False,False,False,True,True,,PREMATURE_CLOSE,15,25126,482,25608,0.0254425,90.282,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,hidden_user_action,0,False,False,False,True,True,True,,PREMATURE_CLOSE,15,25093,441,25534,0.02507,81.059,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,29761,563,30324,0.030102,76.397,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,neutral_audio,0,True,True,True,True,True,True,,,15,28135,536,28671,0.028395,88.848,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b0_s05,mobile_service,12-20,telecom:12-20:s05,misaligned,neutral_audio,1,False,False,False,False,True,True,,PREMATURE_CLOSE,15,28765,519,29284,0.028976,81.812,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,gap_no_state_change,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,27709,579,28288,0.028105,88.267,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,gap_no_state_change,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,29983,560,30543,0.0305425,90.924,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,state_change_short,0,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,27167,546,27713,0.027466,85.142,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,state_change_short,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,25805,605,26410,0.026278,74.961,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,hidden_user_action,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,31265,624,31889,0.031795,82.404,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,26587,566,27153,0.026946,85.945,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,neutral_audio,0,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,25356,532,25888,0.025613,76.487,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,utility_12to20_b0_s05,energy,12-20,utility:12-20:s05,misaligned,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,27133,525,27658,0.027366,64.162,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,34289,564,34853,0.0346065,124.724,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,29237,535,29772,0.0294675,102.098,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,state_change_short,0,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,28591,560,29151,0.0288965,92.722,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,state_change_short,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,27234,536,27770,0.0274675,92.534,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,hidden_user_action,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,30571,594,31165,0.0309785,91.103,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,30461,578,31039,0.0308205,121.745,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,neutral_audio,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,28400,557,28957,0.0286955,93.38,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,bank_12to20_b1_s05,banking,12-20,bank:12-20:s05,aligned,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,28087,505,28592,0.0282275,80.468,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,26729,536,27265,0.0269845,114.762,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,27782,578,28360,0.0281635,101.509,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,state_change_short,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,25286,582,25868,0.0259,103.572,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,state_change_short,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,23656,493,24149,0.0237795,90.208,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,hidden_user_action,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,25679,526,26205,0.0258985,94.425,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,hidden_user_action,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,25832,553,26385,0.0261385,87.202,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,24562,499,25061,0.0247065,93.79,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,college_12to20_b1_s05,education,12-20,college:12-20:s05,aligned,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,23058,503,23561,0.0232115,77.052,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,25403,503,25906,0.0255135,105.329,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,gap_no_state_change,1,False,False,False,False,True,True,,PREMATURE_CLOSE;STATE_SYNC_FAILURE;TIME_INFERENCE_FAILURE,15,26506,520,27026,0.0266675,93.951,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,state_change_short,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,26502,500,27002,0.0266055,90.554,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,state_change_short,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;PREMATURE_ESCALATION;STATE_BELIEF_ERROR,15,28702,553,29255,0.0289645,84.995,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,hidden_user_action,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,31743,643,32386,0.032495,97.81,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,hidden_user_action,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR,15,29601,570,30171,0.030108,92.793,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,neutral_audio,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE;TIME_INFERENCE_FAILURE,15,34242,657,34899,0.035011,91.396,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,flight_12to20_b1_s05,travel,12-20,flight:12-20:s05,aligned,neutral_audio,1,False,False,True,False,True,True,,STATE_SYNC_FAILURE;TIME_INFERENCE_FAILURE,15,28846,574,29420,0.0291715,77.322,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,22916,479,23395,0.0232385,110.672,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,gap_no_state_change,1,True,True,True,True,True,True,,,15,22038,473,22511,0.0223425,106.094,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,state_change_short,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,21723,445,22168,0.021725,77.551,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,state_change_short,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,22338,438,22776,0.0225135,94.667,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,hidden_user_action,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,28655,602,29257,0.029129,87.182,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,hidden_user_action,1,True,True,True,True,True,True,,,15,23006,548,23554,0.023318,77.972,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,neutral_audio,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,26488,490,26978,0.026626,80.773,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,permit_12to20_b1_s05,permits,12-20,permit:12-20:s05,aligned,neutral_audio,1,True,True,True,True,True,True,,,15,24885,495,25380,0.025038,80.396,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,gap_no_state_change,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,28205,507,28712,0.02852,103.285,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,gap_no_state_change,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,36155,623,36778,0.036607,101.648,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,state_change_short,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE,15,30402,550,30952,0.030871,98.668,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,state_change_short,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,31164,556,31720,0.031416,86.897,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,hidden_user_action,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE,15,30992,610,31602,0.031875,109.864,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,hidden_user_action,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE,15,28130,526,28656,0.028292,78.354,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,neutral_audio,0,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE,15,30145,536,30681,0.030337,87.924,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,router_12to20_b1_s05,tech_support,12-20,router:12-20:s05,aligned,neutral_audio,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,27454,478,27932,0.027681,85.571,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b1_s05,mobile_service,12-20,telecom:12-20:s05,aligned,gap_no_state_change,0,True,True,True,True,True,True,,,15,28115,550,28665,0.028419,82.102,
analysis\round2\_scratch\gemini3_all_conditions.jsonl,google/gemini-3-flash-preview,telecom_12to20_b1_s05,mobile_service,12-20,telecom:12-20:s05,aligned,gap_no_state_change,1,True,True,True,True,True,True,,,15,30132,528,30660,0.03037,76.463,
